"UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO ESTIMADA"
"SP",35,"48054","Santo Antônio do Aracanguá",8285
"PR",41,"27957","Tupãssi",8277
"GO",52,"12709","Mambaí",8271
"RN",24,"06601","Lagoa Salgada",8269
"BA",29,"19900","Macururé",8266
"SP",35,"11904","Clementina",8254
"SP",35,"21606","Irapuru",8248
"MG",31,"50158","Piedade de Caratinga",8247
"PB",25,"01575","Barra de Santana",8241
"GO",52,"13707","Montes Claros de Goiás",8236
"BA",29,"31103","Tanquinho",8232
"GO",52,"19407","Santa Rita do Araguaia",8218
"GO",52,"00050","Abadia de Goiás",8207
"MG",31,"21100","Delfim Moreira",8205
"RO",11,"00296","Santa Luzia D'Oeste",8198
"PI",22,"01960","Brasileira",8192
"RN",24,"02402","Carnaúba dos Dantas",8188
"PR",41,"17222","Nova Santa Rosa",8186
"MT",51,"08907","Nova Maringá",8182
"MG",31,"64001","São Pedro dos Ferros",8181
"MG",31,"57252","Santa Bárbara do Leste",8180
"PR",41,"07751","Figueira",8177
"RN",24,"13409","Serra Negra do Norte",8175
"MG",31,"30309","Iguatama",8172
"MG",31,"40530","Martins Soares",8172
"PI",22,"05854","Madeiro",8170
"PE",26,"15904","Tuparetama",8169
"MG",31,"43450","Montezuma",8168
"PI",22,"03008","Cristalândia do Piauí",8154
"RN",24,"03004","Cruzeta",8147
"AM",13,"01951","Itamarati",8128
"PB",25,"11103","Pedra Lavrada",8122
"PR",41,"11555","Ivaté",8120
"BA",29,"22730","Nova Fátima",8119
"PR",41,"23303","Santa Cruz de Monte Castelo",8113
"SP",35,"19808","Icém",8112
"PI",22,"02026","Buriti dos Montes",8108
"SP",35,"00402","Águas da Prata",8104
"SP",35,"19907","Iepê",8103
"SP",35,"28106","Macaubal",8086
"BA",29,"11659","Guajeru",8081
"RS",43,"09506","Guarani das Missões",8080
"RN",24,"10900","Riachuelo",8075
"MA",21,"00402","Altamira do Maranhão",8070
"PA",15,"03754","Jacareacanga",8059
"RS",43,"12252","Minas do Leão",8059
"MG",31,"05004","Baldim",8051
"MT",51,"07776","Santa Terezinha",8049
"RO",11,"01807","Vale do Paraíso",8047
"AL",27,"08709","São Miguel dos Milagres",8022
"ES",32,"00359","Alto Rio Novo",8022
"SP",35,"45159","Saltinho",8019
"SC",42,"10308","Major Vieira",8015
"RS",43,"14209","Pedro Osório",7999
"MT",51,"04906","Jangada",7996
"MG",31,"24807","Estrela do Sul",7981
"MT",51,"03601","Dom Aquino",7977
"SP",35,"53500","Tapiraí",7973
"PR",41,"27882","Tunas do Paraná",7971
"RS",43,"04713","Caraá",7971
"AL",27,"07404","Porto de Pedras",7965
"MG",31,"58508","Santana de Pirapama",7965
"MG",31,"28907","Guimarânia",7956
"PB",25,"07606","Juarez Távora",7950
"TO",17,"17909","Ponte Alta do Tocantins",7949
"MG",31,"45877","Orizânia",7949
"BA",29,"31400","Teodoro Sampaio",7936
"GO",52,"04003","Cabeceiras",7935
"ES",32,"00508","Apiacá",7932
"PR",41,"21752","Reserva do Iguaçu",7927
"PR",41,"09500","Guaraqueçaba",7923
"RS",43,"10504","Iraí",7921
"RS",43,"02451","Boqueirão do Leão",7914
"PR",41,"03057","Boa Vista da Aparecida",7911
"RN",24,"10207","Portalegre",7909
"ES",32,"04252","Ponto Belo",7901
"MG",31,"35605","Jequitaí",7890
"MG",31,"11408","Campo Florido",7886
"MG",31,"23528","Durandé",7884
"SP",35,"21507","Irapuã",7878
"SC",42,"01703","Ascurra",7877
"MG",31,"39706","Maravilhas",7876
"MT",51,"01605","Barão de Melgaço",7872
"SP",35,"31209","Monte Alegre do Sul",7871
"GO",52,"02155","Araguapaz",7862
"PA",15,"05601","Peixe-Boi",7860
"AC",12,"00328","Jordão",7858
"MG",31,"56304","Rodeiro",7857
"SP",35,"23800","Itobi",7853
"BA",29,"11501","Gongogi",7848
"PI",22,"09971","São João do Arraial",7847
"CE",23,"07205","Jati",7847
"BA",29,"04803","Caatiba",7841
"MG",31,"06408","Belo Vale",7841
"SP",35,"06409","Bilac",7837
"RS",43,"06056","Cristal",7831
"PR",41,"04105","Campo do Tenente",7829
"MS",50,"02159","Bodoquena",7820
"MG",31,"16506","Claro dos Poções",7819
"MG",31,"62609","São João do Oriente",7819
"MG",31,"66907","Serrania",7812
"MG",31,"34806","Jacuí",7809
"PR",41,"03800","Cambira",7808
"MG",31,"68804","Tiradentes",7807
"RS",43,"11502","Lavras do Sul",7807
"GO",52,"19001","Sanclerlândia",7798
"PB",25,"15971","Sobrado",7795
"MG",31,"37106","Lagamar",7795
"MG",31,"65701","Senador Firmino",7792
"SP",35,"05401","Barra do Turvo",7781
"CE",23,"01505","Arneiroz",7777
"RS",43,"05900","Coronel Bicaco",7776
"GO",52,"12303","Leopoldo de Bulhões",7773
"TO",17,"13601","Monte do Carmo",7770
"RO",11,"01435","Nova União",7769
"PR",41,"00103","Abatiá",7768
"SC",42,"18251","Timbó Grande",7767
"PE",26,"10103","Palmeirina",7761
"RS",43,"19158","São Miguel das Missões",7754
"SE",28,"06404","Santana do São Francisco",7751
"GO",52,"07253","Doverlândia",7750
"PB",25,"07408","Jericó",7742
"RR",14,"00506","São João da Baliza",7740
"CE",23,"06207","Itaiçaba",7738
"PE",26,"06705","Ibirajuba",7735
"SP",35,"52304","Sud Mennucci",7733
"MS",50,"07554","Santa Rita do Pardo",7732
"BA",29,"01957","Apuarema",7730
"PB",25,"14909","São Mamede",7721
"PI",22,"01051","Assunção do Piauí",7717
"MA",21,"04628","Governador Luiz Rocha",7708
"MA",21,"09759","Santa Filomena do Maranhão",7708
"SP",35,"11201","Catiguá",7700
"SP",35,"43253","Ribeirão Grande",7697
"SP",35,"27009","Lindóia",7695
"PR",41,"28609","Verê",7692
"MA",21,"09551","Ribamar Fiquene",7691
"TO",17,"15754","Palmeirópolis",7687
"SE",28,"04300","Muribeca",7683
"MS",50,"06408","Pedro Gomes",7683
"PB",25,"14206","São José da Lagoa Tapada",7679
"AL",27,"06604","Paulo Jacinto",7679
"BA",29,"22201","Muniz Ferreira",7678
"RS",43,"14027","Paraíso do Sul",7677
"MG",31,"35456","Jenipapo de Minas",7672
"MG",31,"65305","São Vicente de Minas",7672
"CE",23,"13708","Umari",7671
"PB",25,"08208","Lagoa de Dentro",7670
"RS",43,"07302","Erval Seco",7660
"RS",43,"09050","Glorinha",7654
"PR",41,"12959","Juranda",7650
"MG",31,"45059","Nova Porteirinha",7648
"PE",26,"16183","Vertente do Lério",7641
"SC",42,"15307","Salete",7634
"GO",52,"21197","Terezópolis de Goiás",7634
"MG",31,"17836","Cônego Marinho",7624
"SP",35,"50506","São Pedro do Turvo",7624
"MG",31,"20870","Curral de Dentro",7623
"PI",22,"06506","Monsenhor Hipólito",7621
"CE",23,"12502","São João do Jaguaribe",7621
"MS",50,"04403","Inocência",7618
"MA",21,"06359","Marajá do Sena",7604
"MG",31,"17009","Comercinho",7599
"RR",14,"00605","São Luiz",7597
"PR",41,"01309","Antônio Olinto",7587
"MG",31,"50570","Pintópolis",7585
"RN",24,"06304","Lagoa de Pedras",7579
"RS",43,"00646","Ametista do Sul",7576
"RN",24,"04853","Itajá",7571
"SC",42,"07700","Ipumirim",7561
"MG",31,"16704","Coimbra",7559
"MG",31,"22207","Divinolândia de Minas",7559
"SC",42,"12007","Palma Sola",7558
"PR",41,"06456","Coronel Domingos Soares",7547
"SP",35,"18859","Guatapará",7546
"SC",42,"18509","Treze Tílias",7545
"SP",35,"19501","Ibirarema",7540
"SC",42,"01000","Anita Garibaldi",7537
"TO",17,"17503","Pium",7536
"PI",22,"02778","Colônia do Piauí",7536
"BA",29,"24108","Pedrão",7527
"PI",22,"00251","Alagoinha do Piauí",7526
"MG",31,"42403","Moema",7525
"MG",31,"30655","Indaiabira",7524
"BA",29,"14208","Irajuba",7521
"MG",31,"01805","Alpercata",7515
"GO",52,"00605","Alto Paraíso de Goiás",7514
"CE",23,"12809","Senador Sá",7513
"PI",22,"02083","Cajueiro da Praia",7510
"MA",21,"05989","Lajeado Novo",7489
"MG",31,"31109","Inimutaba",7489
"MG",31,"38625","Limeira do Oeste",7487
"MA",21,"11250","São José dos Basílios",7484
"CE",23,"00606","Altaneira",7479
"PB",25,"04157","Casserengue",7476
"PR",41,"20705","Quatiguá",7472
"GO",52,"12105","Joviânia",7468
"PE",26,"02506","Brejinho",7465
"SC",42,"14607","Rio do Oeste",7463
"TO",17,"21109","Tocantínia",7460
"RS",43,"09902","Ibiraiaras",7458
"TO",17,"10508","Itacajá",7456
"PR",41,"13734","Luiziana",7455
"PR",41,"08650","Goioxim",7448
"RS",43,"01750","Barão do Triunfo",7440
"BA",29,"26657","Ribeirão do Largo",7437
"MG",31,"66303","Sericita",7434
"RS",43,"16501","Salvador do Sul",7434
"RS",43,"00505","Alpestre",7433
"MG",31,"25606","Felisburgo",7431
"MG",31,"62203","São João Batista do Glória",7431
"RS",43,"20263","Segredo",7428
"AL",27,"01902","Chã Preta",7427
"MA",21,"01731","Belágua",7422
"PE",26,"06309","Granito",7417
"RS",43,"14001","Paraí",7404
"TO",17,"18865","Santa Fé do Araguaia",7402
"SC",42,"07684","Ipuaçu",7400
"PA",15,"05494","Palestina do Pará",7386
"PB",25,"08505","Livramento",7386
"AL",27,"07909","Santa Luzia do Norte",7386
"SP",35,"42701","Restinga",7384
"RS",43,"11759","Manoel Viana",7383
"MG",31,"23809","Engenheiro Navarro",7377
"TO",17,"06100","Cristalândia",7374
"MG",31,"62948","São José da Barra",7374
"SP",35,"12902","Cosmorama",7374
"SC",42,"13807","Praia Grande",7364
"SC",42,"11801","Ouro",7363
"PR",41,"18709","Paulo Frontin",7360
"SC",42,"12304","Paulo Lopes",7360
"RS",43,"00208","Ajuricaba",7358
"MG",31,"30606","Inconfidentes",7356
"PB",25,"02003","Belém do Brejo do Cruz",7347
"GO",52,"04854","Campo Limpo de Goiás",7345
"MG",31,"26000","Florestal",7343
"SP",35,"33601","Nuporanga",7341
"MG",31,"60454","Santo Antônio do Retiro",7339
"MG",31,"21407","Desterro de Entre Rios",7334
"MG",31,"58300","Santana da Vargem",7322
"SP",35,"53906","Tarabai",7302
"MG",31,"28808","Guidoval",7300
"PB",25,"10006","Nazarezinho",7296
"MT",51,"03858","Gaúcha do Norte",7296
"MA",21,"10658","São Domingos do Azeitão",7291
"BA",29,"15304","Itagimirim",7291
"TO",17,"07207","Dois Irmãos do Tocantins",7286
"PB",25,"03605","Caiçara",7283
"PR",41,"03305","Borrazópolis",7280
"CE",23,"00804","Antonina do Norte",7278
"PB",25,"05006","Cubati",7274
"TO",17,"00400","Almas",7273
"AP",16,"00238","Ferreira Gomes",7270
"SC",42,"16404","São João do Sul",7268
"AL",27,"05408","Monteirópolis",7260
"SP",35,"05104","Barbosa",7251
"RS",43,"16303","Roque Gonzales",7245
"RN",24,"00901","Antônio Martins",7237
"MG",31,"38906","Machacalis",7237
"PA",15,"00131","Abel Figueiredo",7231
"PI",22,"06704","Nazaré do Piauí",7231
"MG",31,"65107","São Tomás de Aquino",7222
"BA",29,"15403","Itaju do Colônia",7218
"RJ",33,"02304","Laje do Muriaé",7217
"PI",22,"08908","Ribeiro Gonçalves",7214
"SC",42,"18608","Trombudo Central",7211
"RN",24,"03202","Doutor Severiano",7190
"MG",31,"21209","Delfinópolis",7186
"RS",43,"13805","Palmitinho",7184
"PB",25,"03555","Cacimbas",7183
"PA",15,"01758","Brejo Grande do Araguaia",7182
"PB",25,"15005","São Miguel de Taipu",7180
"SP",35,"21101","Ipeúna",7177
"SC",42,"03402","Campo Belo do Sul",7177
"MS",50,"05251","Laguna Carapã",7177
"MT",51,"04526","Ipiranga do Norte",7171
"PR",41,"15002","Marilena",7166
"PB",25,"07804","Junco do Seridó",7165
"CE",23,"04277","Ererê",7163
"PI",22,"02174","Campo Largo do Piauí",7154
"SC",42,"00408","Água Doce",7154
"MG",31,"12406","Capetinga",7152
"SP",35,"26605","Lavrinhas",7150
"MG",31,"59357","Santa Rita de Minas",7149
"GO",52,"04805","Campo Alegre de Goiás",7149
"SP",35,"36406","Paulicéia",7147
"SC",42,"10407","Maracajá",7139
"AL",27,"03502","Jacuípe",7135
"PR",41,"08205","Formosa do Oeste",7133
"MG",31,"57104","Salto da Divisa",7127
"PE",26,"15102","Terezinha",7120
"MG",31,"48756","Pedra Bonita",7117
"MG",31,"54150","Reduto",7117
"RS",43,"18606","São José do Ouro",7117
"MG",31,"15706","Central de Minas",7112
"MG",31,"65206","São Thomé das Letras",7106
"SC",42,"18400","Treze de Maio",7098
"MG",31,"64308","São Roque de Minas",7092
"RS",43,"01503","Augusto Pestana",7091
"PB",25,"02151","Boa Vista",7083
"BA",29,"18605","Jussiape",7066
"MG",31,"49952","Periquito",7060
"MG",31,"00104","Abadia dos Dourados",7059
"AL",27,"08204","São Brás",7058
"RS",43,"08409","Formigueiro",7053
"SC",42,"10803","Meleiro",7047
"MG",31,"63805","São Miguel do Anta",7045
"MG",31,"27305","Galiléia",7034
"PR",41,"13007","Jussara",7026
"PB",25,"13604","Santana dos Garrotes",7024
"AL",27,"01357","Campestre",7024
"PB",25,"15807","Serra Redonda",7020
"MG",31,"08107","Bonfim",7020
"PR",41,"03206","Bom Sucesso",7019
"MS",50,"04908","Jaraguari",7019
"RS",43,"11775","Maquiné",7016
"PA",15,"03002","Faro",7009
"TO",17,"01903","Araguacema",7003
"GO",52,"11305","Itarumã",6998
"AC",12,"00054","Assis Brasil",6986
"BA",29,"22755","Nova Ibiá",6986
"RS",43,"07104","Herval",6980
"PR",41,"21604","Renascença",6979
"PB",25,"01203","Areial",6975
"MG",31,"31604","Iraí de Minas",6969
"MA",21,"09239","Presidente Médici",6968
"PI",22,"00053","Acauã",6966
"MG",31,"18205","Conquista",6960
"RJ",33,"05133","São José de Ubá",6953
"ES",32,"02009","Dores do Rio Preto",6949
"MG",31,"70750","Varjão de Minas",6947
"GO",52,"07535","Faina",6947
"RN",24,"05108","Jandaíra",6942
"MG",31,"09451","Cabeceira Grande",6940
"RN",24,"09704","Pedro Avelino",6938
"MG",31,"44359","Naque",6930
"PI",22,"01408","Barro Duro",6925
"CE",23,"04608","General Sampaio",6922
"SE",28,"03708","Macambira",6920
"SP",35,"24204","Jaborandi",6917
"PR",41,"26207","Sapopema",6905
"MG",31,"30556","Imbé de Minas",6899
"MG",31,"61700","São Gonçalo do Abaeté",6898
"PI",22,"03354","Dirceu Arcoverde",6896
"MA",21,"00550","Amapá do Maranhão",6895
"GO",52,"20686","Simolândia",6891
"PR",41,"28708","Vitorino",6878
"TO",17,"07108","Divinópolis do Tocantins",6868
"MG",31,"16308","Cipotânea",6868
"MA",21,"06201","Luís Domingues",6867
"RS",43,"08003","Faxinal do Soturno",6867
"RS",43,"00638","Amaral Ferrador",6854
"MG",31,"38005","Laranjal",6852
"MG",31,"65404","Sapucaí-Mirim",6850
"PR",41,"24608","São Carlos do Ivaí",6839
"RS",43,"05702","Condor",6836
"SP",35,"47908","Santo Antônio da Alegria",6829
"RS",43,"02204","Boa Vista do Buricá",6829
"PR",41,"11001","Itambaracá",6819
"MG",31,"30705","Indianópolis",6806
"PE",26,"11533","Quixaba",6802
"RS",43,"02501","Bossoroca",6801
"SP",35,"48203","Santo Antônio do Pinhal",6800
"AL",27,"00904","Belo Monte",6797
"MG",31,"68903","Tiros",6795
"MS",50,"01508","Bandeirantes",6795
"RN",24,"06205","Lagoa d'Anta",6793
"PI",22,"03404","Dom Expedito Lopes",6790
"PB",25,"05204","Cuitegi",6790
"SC",42,"09508","Laurentino",6790
"RN",24,"10256","Porto do Mangue",6789
"MG",31,"56502","Rubelita",6789
"SP",35,"16606","Gália",6776
"MG",31,"01631","Alfredo Vasconcelos",6775
"AL",27,"07800","Roteiro",6774
"MG",31,"03751","Araporã",6774
"RS",43,"01701","Barão de Cotegipe",6763
"PI",22,"07207","Padre Marcos",6758
"MG",31,"13602","Careaçu",6757
"TO",17,"02307","Arapoema",6756
"MG",31,"38682","Luislândia",6756
"SP",35,"32306","Natividade da Serra",6754
"PB",25,"04504","Condado",6753
"MG",31,"46701","Palma",6753
"MG",31,"69505","Tumiritinga",6739
"MG",31,"28600","Guarda-Mor",6736
"RS",43,"00307","Alecrim",6736
"SP",35,"32801","Nova Aliança",6733
"SP",35,"34203","Orindiúva",6731
"BA",29,"15908","Itanagra",6730
"SP",35,"24501","Jaci",6728
"MA",21,"11672","São Roberto",6704
"PR",41,"22701","Sabáudia",6702
"BA",29,"27804","Santa Cruz da Vitória",6698
"SP",35,"54953","Tuiuti",6689
"PI",22,"00608","Angical do Piauí",6684
"PI",22,"06670","Morro do Chapéu do Piauí",6684
"RS",43,"03608","Cambará do Sul",6680
"PR",41,"19004","Pérola d'Oeste",6674
"MG",31,"61205","São Francisco de Paula",6673
"SP",35,"18107","Guarantã",6672
"PR",41,"03040","Boa Ventura de São Roque",6665
"MG",31,"38104","Lassance",6664
"PI",22,"01770","Boa Hora",6663
"MG",31,"63508","São José do Jacuri",6650
"PI",22,"05573","Lagoa de São Francisco",6646
"MG",31,"07505","Bom Jardim de Minas",6644
"PR",41,"15309","Mariópolis",6638
"MG",31,"70578","Vargem Alegre",6632
"MG",31,"20151","Crisólita",6631
"MG",31,"22355","Divisa Alegre",6625
"RN",24,"01859","Caiçara do Norte",6624
"MG",31,"39250","Mamonas",6624
"BA",29,"33257","Vereda",6620
"PB",25,"09156","Marizópolis",6614
"PI",22,"10938","Sussuapara",6612
"MG",31,"15458","Catuji",6612
"MG",31,"17876","Confins",6608
"PB",25,"11608","Pilões",6607
"RS",43,"13102","Nova Palma",6605
"PR",41,"07900","Floresta",6603
"PI",22,"10201","São José do Piauí",6602
"RS",43,"00901","Aratiba",6601
"RS",43,"10405","Independência",6598
"PR",41,"08908","Guairaçá",6591
"MG",31,"64605","São Sebastião do Oeste",6589
"PB",25,"09396","Maturéia",6587
"PB",25,"13208","Santa Cruz",6585
"RS",43,"04309","Cândido Godói",6567
"MG",31,"50604","Piracema",6566
"RS",43,"12450","Morro Redondo",6566
"MG",31,"41504","Mendes Pimentel",6564
"MG",31,"29202","Heliodora",6561
"RS",43,"09654","Hulha Negra",6561
"PB",25,"13158","Santa Cecília",6557
"SE",28,"05208","Pinhão",6556
"MS",50,"05152","Juti",6553
"PB",25,"04033","Capim",6552
"PB",25,"05600","Diamante",6550
"MG",31,"08503","Botumirim",6540
"SC",42,"06108","Grão Pará",6537
"TO",17,"13809","Palmeiras do Tocantins",6535
"SE",28,"04706","Nossa Senhora de Lourdes",6530
"SP",35,"42008","Quintana",6530
"MG",31,"22900","Dona Eusébia",6527
"PA",15,"06906","Santarém Novo",6526
"RS",43,"11254","Lagoão",6516
"TO",17,"18758","Rio Sono",6512
"PB",25,"10402","Olho d'Água",6512
"MT",51,"02686","Campos de Júlio",6512
"PI",22,"06357","Milton Brandão",6511
"PR",41,"17271","Nova Tebas",6498
"MA",21,"00105","Afonso Cunha",6486
"PR",41,"25407","São José da Boa Vista",6485
"SP",35,"02309","Anhembi",6484
"RS",43,"10439","Ipê",6482
"MS",50,"07802","Selvíria",6482
"SP",35,"34104","Oriente",6473
"RN",24,"13003","São Vicente",6469
"PI",22,"06902","Novo Oriente do Piauí",6466
"MT",51,"00359","Alto Boa Vista",6466
"RO",11,"00601","Cacaulândia",6460
"TO",17,"00301","Aguiarnópolis",6460
"MG",31,"30408","Ijaci",6460
"PB",25,"02904","Brejo dos Santos",6457
"RS",43,"05439","Chuí",6456
"SC",42,"00507","Águas de Chapecó",6445
"RS",43,"05124","Cerrito",6443
"PR",41,"19202","Pinhalão",6440
"BA",29,"13309","Ichu",6437
"SP",35,"19204","Iacri",6434
"RS",43,"14076","Passo do Sobrado",6430
"RN",24,"13508","Serrinha",6422
"MG",31,"64472","São Sebastião do Anta",6419
"MG",31,"57658","Santa Helena de Minas",6410
"MG",31,"38674","Luisburgo",6409
"SP",35,"23701","Itirapuã",6405
"PR",41,"09757","Ibema",6396
"MT",51,"04542","Itanhangá",6396
"GO",52,"19100","Santa Bárbara de Goiás",6393
"MT",51,"06653","Pontal do Araguaia",6387
"RS",43,"15156","Progresso",6379
"PI",22,"02752","Colônia do Gurguéia",6372
"SP",35,"35705","Paraíso",6369
"SP",35,"03109","Arandu",6368
"GO",52,"19902","São Francisco de Goiás",6366
"PB",25,"05238","Cuité de Mamanguape",6358
"RS",43,"16956","Santa Maria do Herval",6358
"CE",23,"11231","Potiretama",6356
"SC",42,"19200","Vidal Ramos",6356
"PR",41,"08320","Francisco Alves",6350
"GO",52,"15504","Ouvidor",6340
"PI",22,"06050","Massapê do Piauí",6338
"MG",31,"46255","Padre Carvalho",6338
"MT",51,"06182","Nova Lacerda",6338
"PI",22,"09005","Rio Grande do Piauí",6331
"PI",22,"09708","São Francisco do Piauí",6324
"RS",43,"20552","Sertão Santana",6317
"MG",31,"67400","Silvianópolis",6314
"GO",52,"11008","Itapirapuã",6312
"SC",42,"16255","São João do Oeste",6309
"PI",22,"09401","Santo Antônio de Lisboa",6305
"SP",35,"24907","Jambeiro",6305
"SC",42,"02131","Bela Vista do Toldo",6304
"PI",22,"01945","Boqueirão do Piauí",6300
"SC",42,"00606","Águas Mornas",6298
"MG",31,"19955","Córrego Fundo",6295
"PR",41,"16802","Nova Cantu",6295
"RS",43,"21477","Tiradentes do Sul",6294
"PI",22,"07777","Patos do Piauí",6288
"PR",41,"25753","São Pedro do Iguaçu",6286
"RS",43,"16758","Santa Clara do Sul",6285
"RS",43,"19307","São Paulo das Missões",6280
"PB",25,"14305","São José de Caiana",6279
"BA",29,"18555","Jussari",6275
"SC",42,"08005","Itá",6275
"AL",27,"09004","Tanque d'Arca",6270
"MT",51,"01852","Bom Jesus do Araguaia",6266
"PI",22,"10300","São Julião",6261
"MG",31,"43807","Munhoz",6261
"RN",24,"12104","São João do Sabugi",6260
"SP",35,"36109","Pardinho",6259
"BA",29,"03102","Barra do Rocha",6258
"SP",35,"53104","Taiaçu",6255
"PR",41,"00202","Adrianópolis",6254
"GO",52,"11701","Jandaia",6254
"BA",29,"03300","Barro Preto",6251
"SP",35,"14700","Echaporã",6247
"SC",42,"14409","Rio das Antas",6246
"MG",31,"31000","Inhaúma",6240
"MG",31,"69109","Toledo",6232
"AC",12,"00435","Santa Rosa do Purus",6230
"CE",23,"01802","Baixio",6228
"SP",35,"52007","Silveiras",6228
"SP",35,"12100","Colômbia",6225
"RO",11,"00031","Cabixi",6224
"MG",31,"61304","São Francisco de Sales",6224
"MG",31,"27503","Gonzaga",6223
"MG",31,"34301","Itumirim",6213
"SC",42,"03105","Caibi",6213
"PR",41,"11100","Itambé",6210
"RS",43,"00703","Anta Gorda",6210
"MG",31,"01201","Aiuruoca",6209
"PR",41,"13254","Laranjal",6205
"CE",23,"09904","Pacujá",6202
"MG",31,"65503","Sardoá",6198
"SP",35,"52908","Taciba",6193
"RN",24,"13102","Senador Elói de Souza",6188
"MG",31,"52600","Pouso Alto",6185
"MG",31,"46552","Pai Pedro",6184
"RS",43,"12476","Morro Reuter",6183
"PB",25,"02607","Igaracy",6173
"PR",41,"07405","Enéas Marques",6168
"PR",41,"08700","Grandes Rios",6167
"MG",31,"29657","Ibiracatu",6165
"MG",31,"46750","Palmópolis",6161
"RS",43,"07559","Estação",6161
"PI",22,"09203","Santa Filomena",6156
